serial_fssai,ins_no,e_number,name_english,name_hindi,functional_class,harm_level_1to4,harm_severity,color_code,harm_reason,revant_concern,fssai_permitted,source
430,626,E626,Guanylic acid,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
431,627,E627,Disodium 5'-guanylate,डाइसोडियम गुएनिलेट,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Disodium guanylate - amplifies MSG effect; avoid if gout-prone; found in Indian namkeen and chips,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
432,628,E628,Dipotassium 5'-guanylate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
433,629,E629,Calcium 5'-guanylate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
434,630,E630,Inosinic acid,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
435,631,E631,Disodium 5'-inosinate,डाइसोडियम इनोसिनेट,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Disodium inosinate - amplifies MSG effect; avoid if gout-prone; found in junk food,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
436,632,E632,Potassium Inosate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
437,633,E633,Calcium 5'-inosinate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
438,634,E634,Calcium 5'-ribonucleotides,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
439,635,E635,Disodium 5'-ribonucleotides,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Disodium ribonucleotides - combined MSG enhancer; avoid if gout-prone,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
440,636,E636,Maltol,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
441,637,E637,Ethyl maltol,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
442,638,E638,Sodium L-Aspartate,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
443,639,E639,DL-Alanine,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
444,640,E640,Glycine,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
445,641,E641,L-Leucine,,flavour enhancer,3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
446,642,E642,Lysin hydrochloride,,"flavour enhancer, antifoaming agent, anticaking",3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
447,900a,E900a,Polydimethylsiloxane,,"agent, emulsifier",2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
448,900b,E900b,Methylphenylpolysiloxane,,antifoaming agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
449,901,E901,"Beeswax, white and yellow",,"glazing agent, release agent",1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
450,902,E902,Candeilla Wax,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
451,903,E903,Carnaubawax,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
452,904,E904,Shellac,,"glazing agent, glazing agent, release agent",1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
453,905a,E905a,"Mineral oil, food grade",,"sealing agent, glazing agent, release agent",1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
454,905b,E905b,Petrolatum Petroleumielly,,"sealing agent, glazing agent, release agent",1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
455,905c,E905c,Petroleum wax,,sealing agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
458,906,E906,Benzoin gum,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
459,907,E907,Hydrogenated poly-1 decene,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
460,908,E908,Rice bran wax,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
461,909,E909,Spermaceti wax,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
462,910,E910,Wax esters,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
463,911,E911,Methyl esters of fatty acids,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
464,913,E913,Lanolin,,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
465,915,E915,"Glycerol-, methyl-, or penta-",,glazing agent,1,LOW,GREEN,Surface coating; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
466,916,E916,Calcium iodate,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
467,917,E917,Potassium iodate,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
468,918,E918,Nitrogen oxide,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
469,919,E919,Nitrosyl chloride,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
472,922,E922,Potassium persulphate,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
473,923,E923,Ammonium persulphate,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
474,924a,E924a,Potassium bromate,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
475,924b,E924b,Calcium bromate,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
476,925,E925,Chlorine,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
477,926,E926,Chlorine dioxide,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
478,927a,E927a,Azodicarbonamide,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
479,927b,E927b,Carbamide (urea),,"flour treatment agent, flour treatment agent",2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
480,928,E928,Benzoyl peroxide,,Preservative,3,MEDIUM-HIGH,ORANGE,Chemical preservative; some linked to gut microbiome disruption,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
481,929,E929,Acetone peroxide,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
482,930,E930,Calcium peroxide,,flour treatment agent,2,LOW-MEDIUM,YELLOW,Modifies flour properties; some bleaching agents raise concerns,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
483,938,E938,Argon,,packing gas,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
484,939,E939,Helium,,packing gas,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
485,940,E940,Dichlorodifluoromethane,,"Propellant, liquid freezant",1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
486,941,E941,Nitrogen,,"Packing gas, freezant",1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
487,942,E942,Nitrous oxide,,Propellant,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
488,943a,E943a,Butane,,Propellant,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
489,943b,E943b,Isobutane,,Propellant,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
490,944,E944,Propane,,Propellant,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
491,945,E945,Chloropentafluoroethane,,Propellant,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
492,946,E946,Octafluorocyclobutane,,Propellant,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
493,948,E948,Oxygen,,packing gas,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
494,950,E950,Acesulfame potassium,एसेसल्फेम K,"Sweetener, flavour enhancer",4,HIGH,RED,Acesulfame K - gut microbiome disruption; animal studies show potential carcinogenicity; common in diet drinks,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
495,951,E951,Aspartame,एस्पार्टेम,"Sweetener, flavour enhancer",4,HIGH,RED,Aspartame - IARC Group 2B possible carcinogen (2023 reclassification); WHO advises against routine use,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
496,952,E952,"Cyclamic acid (and Na, K, Ca Salts)",,"Sweetener, Sweetener, anticaking agent",3,MEDIUM-HIGH,ORANGE,Cyclamate - banned in USA since 1969; carcinogen in animal studies,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
498,954,E954,"Saccharin (and Na, K, Ca salts)",सैकरीन,Sweetener,3,MEDIUM-HIGH,ORANGE,Saccharin - bladder cancer in animal studies; avoid during pregnancy,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
499,955,E955,Sucralose (trichlorogalactosucrose),सुक्रालोज़,Sweetener,3,MEDIUM-HIGH,ORANGE,Sucralose - may affect gut bacteria; some studies link to insulin resistance; used in 'diet' products,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
500,956,E956,Alitame,,Sweetener,2,LOW-MEDIUM,YELLOW,Alitame - synthetic sweetener; less studied; use in moderation,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
501,957,E957,Thaumatin,,"Sweetener, flavour enhancer",1,LOW,GREEN,Thaumatin - natural protein from West African fruit; safe; natural origin,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
502,958,E958,Glycyrrhizin,,"Sweetener, flavour enhancer",2,LOW-MEDIUM,YELLOW,Glycyrrhizin - from liquorice root; can raise blood pressure at high doses,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
503,959,E959,Neohesperidine dihydrochalcone,,Sweetener,2,LOW-MEDIUM,YELLOW,Neohesperidine DC - derived from citrus; less common; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
504,960,E960,Stevioside,स्टेविया,Sweetener,1,LOW,GREEN,Steviol glycosides (Stevia) - natural plant-based sweetener; preferred over artificial sweeteners,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
505,964,E964,Polyglycitol syrup,,Sweetener,2,LOW-MEDIUM,YELLOW,Polyglycitol syrup - sugar alcohol mixture; laxative at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
506,965,E965,Maltitol and matitol Syrup,,"Sweetener, stabilizer, emulsifier",1,LOW,GREEN,Maltitol - sugar alcohol; safe; lower glycemic index than sugar,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
507,966,E966,Lactitol,,"Sweetener, texturizer, Sweetener, humectant",1,LOW,GREEN,Lactitol - sugar alcohol; prebiotic properties; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
508,967,E967,Xylitol,,"stabilizer, Emulsifier, thickener, Sweetener, flavour enhancer",1,LOW,GREEN,"Xylitol - sugar alcohol; dental benefits; safe (toxic to dogs, safe for humans)",NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
509,968,E968,Erythritol,,Humectant,1,LOW,GREEN,Retains moisture; generally safe,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
510,999,E999,Qulillaia extracts,,foaming agent,1,LOW,GREEN,Permitted by FSSAI; generally considered safe at regulated levels,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
511,1000,E1000,Cholic acid,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
512,1001,E1001,Choline salts and esters,,Emulsifier,2,LOW-MEDIUM,YELLOW,Some emulsifiers linked to gut inflammation at high doses,NO,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
520,1101,E1101,Proteases,,"tenderizer, flavour enhancer, flour treatment agent, stabilizer",3,MEDIUM-HIGH,ORANGE,Enhances taste artificially; sensitivity reactions possible,YES,YES,"FSSAI Food Additives Regulations 2011 (Version XII, 08.09.2020)"
